order,family,genus,species,authority,collector,collection #,Organ,Stem Diameter cm,Height m,VDRAW-Vessel diameter micrometers,VDFinal-Vessel diameter interpreted,VG-vessels/group RAW,VG curated,VMM-Vessel density mmper2 RAW,VMM-FINAL,raw VEL-Vessel element Length micrometers,final VEL-Vessel element Length micrometers,VWTRAW-Vessel wall thickness draw micrometers,VWTFINAL-Vessel wall thickness draw micrometers,RAW.BAR#-perforation plate bar ,FINAL.BAR#-perforation plate bar ,Number perforations per plate,RAW.simple.scalariform,FINAL.simple.scalariform,FINAL.scalariform.not,vessels present/absent,raw V-V-vessel-vessel (intervascular) pit diam micrometers,final V-V-vessel-vessel (intervascular) pit diam micrometers,"ITEDRAW: ITE diameter micrometers-""ground"" Imperforate Tracheary Element diam","ITEDFINAL: ITE diameter micrometers-""ground"" Imperforate Tracheary Element diam",ITELRAW: ITE cell length-RAW micrometers,"ITELFINAL: ITE cell length-curated, micrometers",ITEWTRAW: ITE wall thick-DRAW micrometers,ITEWTFINAL: wall thick final micrometers,ITE type RAW,ITE.Final,# septum/fiber,AP/strand-Axial Parenchyma cells/strand,MRH-Multiseriate Ray Height.mm,MRW-multseriate Ray width cell#,URH-Uniseriate Ray Ht.mm,self/ non,DWT- Double wall thickness (um),quien,cite,id1,id2,,,,,,vwt/vd,dwt/vd
Myrtales,Penaeaceae,Penaea,mucronata,L.,Carlquist,4975,stem,,,44,44,1.12,1.12,146,,458,458,,,0,0,1,simple,simple,simple,present,,,,,601,601,4.4,4.4,tracheids,tracheids,,"2-4, mostly 3",-,,285,self,,Emilio,"Carlquist, S., & DeBuhr, L. (1977). Wood anatomy of Penaeaceae (Myrtales): comparative, phylogenetic, and ecological implications. Botanical Journal of the Linnean Society, 75(3), 211-227.",Penaea_mucronata_Carlquist_4975_stem,Myrtales_Penaeaceae_Penaea_mucronata_L._Carlquist_4975_stem,,,,,,0.00,0.00
Myrtales,Penaeaceae,Penaea,ruscifolia,(R.Dahlgren) Byng & Christenh.,Carlquist,4503,stem,,,31,31,1.16,1.16,202,,678,678,,,0,0,1,simple,simple,simple,present,,,,,796,796,4.5,4.5,tracheids,tracheids,,"2-4, mostly 3",-,,365,self,,Emilio,"Carlquist, S., & DeBuhr, L. (1977). Wood anatomy of Penaeaceae (Myrtales): comparative, phylogenetic, and ecological implications. Botanical Journal of the Linnean Society, 75(3), 211-227.",Penaea_ruscifolia_Carlquist_4503_stem,Myrtales_Penaeaceae_Penaea_ruscifolia_(R.Dahlgren) Byng & Christenh._Carlquist_4503_stem,,,,,,0.00,0.00
Myrtales,Penaeaceae,Penaea,ruscifolia,(R.Dahlgren) Byng & Christenh.,Carlquist,4539,stem,,,45,45,1.12,1.12,79,,483,483,,,0,0,1,simple,simple,simple,present,,,,,643,643,4.3,4.3,tracheids,tracheids,,"2-4, mostly 3",622,,213,self,,Emilio,"Carlquist, S., & DeBuhr, L. (1977). Wood anatomy of Penaeaceae (Myrtales): comparative, phylogenetic, and ecological implications. Botanical Journal of the Linnean Society, 75(3), 211-227.",Penaea_ruscifolia_Carlquist_4539_stem,Myrtales_Penaeaceae_Penaea_ruscifolia_(R.Dahlgren) Byng & Christenh._Carlquist_4539_stem,,,,,,0.00,0.00
Myrtales,Penaeaceae,Saltera,sarcocolla,Bullock,Carlquist,4500,stem,,,35,35,1.08,1.08,74,,885,885,,,0,0,1,simple,simple,simple,present,,,,,1122,1122,5.9,5.9,tracheids,tracheids,,"2-4, mostly 3",942,,638,self,,Emilio,"Carlquist, S., & DeBuhr, L. (1977). Wood anatomy of Penaeaceae (Myrtales): comparative, phylogenetic, and ecological implications. Botanical Journal of the Linnean Society, 75(3), 211-227.",Saltera_sarcocolla_Carlquist_4500_stem,Myrtales_Penaeaceae_Saltera_sarcocolla_Bullock_Carlquist_4500_stem,,,,,,0.00,0.00
Myrtales,Penaeaceae,Saltera,sarcocolla,Bullock,Carlquist,4500,stem_2,,,33,33,1.08,1.08,77,,889,889,,,0,0,1,simple,simple,simple,present,,,,,1167,1167,5.6,5.6,tracheids,tracheids,,"2-4, mostly 3",-,,587,self,,Emilio,"Carlquist, S., & DeBuhr, L. (1977). Wood anatomy of Penaeaceae (Myrtales): comparative, phylogenetic, and ecological implications. Botanical Journal of the Linnean Society, 75(3), 211-227.",Saltera_sarcocolla_Carlquist_4500_stem_2,Myrtales_Penaeaceae_Saltera_sarcocolla_Bullock_Carlquist_4500_stem_2,,,,,,0.00,0.00
Myrtales,Penaeaceae,Saltera,sarcocolla,Bullock,Carlquist,4500,lignotuber,,,27,27,1.08,1.08,56,,435,435,,,0,0,1,simple,simple,simple,present,,,,,616,616,6,6,tracheids,tracheids,,"2-4, mostly 3",812,,282,self,,Emilio,"Carlquist, S., & DeBuhr, L. (1977). Wood anatomy of Penaeaceae (Myrtales): comparative, phylogenetic, and ecological implications. Botanical Journal of the Linnean Society, 75(3), 211-227.",Saltera_sarcocolla_Carlquist_4500_lignotuber,Myrtales_Penaeaceae_Saltera_sarcocolla_Bullock_Carlquist_4500_lignotuber,,,,,,0.00,0.00
Myrtales,Penaeaceae,Saltera,sarcocolla,Bullock,Carlquist,4500,root,,,29,29,1.04,1.04,57,,537,537,,,0,0,1,simple,simple,simple,present,,,,,771,771,6.7,6.7,tracheids,tracheids,,"2-4, mostly 3",813,,369,self,,Emilio,"Carlquist, S., & DeBuhr, L. (1977). Wood anatomy of Penaeaceae (Myrtales): comparative, phylogenetic, and ecological implications. Botanical Journal of the Linnean Society, 75(3), 211-227.",Saltera_sarcocolla_Carlquist_4500_root,Myrtales_Penaeaceae_Saltera_sarcocolla_Bullock_Carlquist_4500_root,,,,,,0.00,0.00
Myrtales,Penaeaceae,Saltera,sarcocolla,Bullock,Carlquist,4575,stem,,,37,37,1.12,1.12,106,,562,562,,,0,0,1,simple,simple,simple,present,,,,,760,760,4.6,4.6,tracheids,tracheids,,"2-4, mostly 3",569,,406,self,,Emilio,"Carlquist, S., & DeBuhr, L. (1977). Wood anatomy of Penaeaceae (Myrtales): comparative, phylogenetic, and ecological implications. Botanical Journal of the Linnean Society, 75(3), 211-227.",Saltera_sarcocolla_Carlquist_4575_stem,Myrtales_Penaeaceae_Saltera_sarcocolla_Bullock_Carlquist_4575_stem,,,,,,0.00,0.00
Myrtales,Penaeaceae,Saltera,sarcocolla,Bullock,Carlquist,4575,lignotuber,,,33,33,1.12,1.12,149,,418,418,,,0,0,1,simple,simple,simple,present,,,,,536,536,4.4,4.4,tracheids,tracheids,,"2-4, mostly 3",521,,398,self,,Emilio,"Carlquist, S., & DeBuhr, L. (1977). Wood anatomy of Penaeaceae (Myrtales): comparative, phylogenetic, and ecological implications. Botanical Journal of the Linnean Society, 75(3), 211-227.",Saltera_sarcocolla_Carlquist_4575_lignotuber,Myrtales_Penaeaceae_Saltera_sarcocolla_Bullock_Carlquist_4575_lignotuber,,,,,,0.00,0.00
Myrtales,Penaeaceae,Saltera,sarcocolla,Bullock,Carlquist,4783,stem,,,36,36,1.2,1.2,159,,584,584,,,0,0,1,simple,simple,simple,present,,,,,690,690,4.1,4.1,tracheids,tracheids,,"2-4, mostly 3",853,,569,self,,Emilio,"Carlquist, S., & DeBuhr, L. (1977). Wood anatomy of Penaeaceae (Myrtales): comparative, phylogenetic, and ecological implications. Botanical Journal of the Linnean Society, 75(3), 211-227.",Saltera_sarcocolla_Carlquist_4783_stem,Myrtales_Penaeaceae_Saltera_sarcocolla_Bullock_Carlquist_4783_stem,,,,,,0.00,0.00
Myrtales,Penaeaceae,Saltera,sarcocolla,Bullock,Carlquist,4783,root,,,28,28,1.24,1.24,118,,446,446,,,0,0,1,simple,simple,simple,present,,,,,618,618,3.3,3.3,tracheids,tracheids,,"2-4, mostly 3",741,,339,self,,Emilio,"Carlquist, S., & DeBuhr, L. (1977). Wood anatomy of Penaeaceae (Myrtales): comparative, phylogenetic, and ecological implications. Botanical Journal of the Linnean Society, 75(3), 211-227.",Saltera_sarcocolla_Carlquist_4783_root,Myrtales_Penaeaceae_Saltera_sarcocolla_Bullock_Carlquist_4783_root,,,,,,0.00,0.00
Myrtales,Penaeaceae,Sonderothamnus,petraeus,R. Dahlgren,Carlquist,4678,stem,,,23,23,1.32,1.32,231,,456,456,,,0,0,1,simple,simple,simple,present,,,,,547,547,3.6,3.6,tracheids,tracheids,,"2-4, mostly 3",-,,222,self,,Emilio,"Carlquist, S., & DeBuhr, L. (1977). Wood anatomy of Penaeaceae (Myrtales): comparative, phylogenetic, and ecological implications. Botanical Journal of the Linnean Society, 75(3), 211-227.",Sonderothamnus_petraeus_Carlquist_4678_stem,Myrtales_Penaeaceae_Sonderothamnus_petraeus_R. Dahlgren_Carlquist_4678_stem,,,,,,0.00,0.00
Myrtales,Penaeaceae,Stylapterus,ericoides,A. Juss.,Carlquist,4865,stem,,,31,31,1.16,1.16,199,,781,781,,,0,0,1,simple,simple,simple,present,,,,,932,932,4.1,4.1,tracheids,tracheids,,"2-4, mostly 3",636,,399,self,,Emilio,"Carlquist, S., & DeBuhr, L. (1977). Wood anatomy of Penaeaceae (Myrtales): comparative, phylogenetic, and ecological implications. Botanical Journal of the Linnean Society, 75(3), 211-227.",Stylapterus_ericoides_Carlquist_4865_stem,Myrtales_Penaeaceae_Stylapterus_ericoides_A. Juss._Carlquist_4865_stem,,,,,,0.00,0.00
Myrtales,Penaeaceae,Stylapterus,fruticulosus,Juss.,Carlquist,4600,stem,,,27,27,1.04,1.04,220,,515,515,,,0,0,1,simple,simple,simple,present,,,,,643,643,3,3,tracheids,tracheids,,"2-4, mostly 3",791,,348,self,,Emilio,"Carlquist, S., & DeBuhr, L. (1977). Wood anatomy of Penaeaceae (Myrtales): comparative, phylogenetic, and ecological implications. Botanical Journal of the Linnean Society, 75(3), 211-227.",Stylapterus_fruticulosus_Carlquist_4600_stem,Myrtales_Penaeaceae_Stylapterus_fruticulosus_Juss._Carlquist_4600_stem,,,,,,0.00,0.00
Myrtales,Penaeaceae,Stylapterus,fruticulosus,Juss.,Carlquist,4600,underground_stem,,,29,29,1.12,1.12,244,,510,510,,,0,0,1,simple,simple,simple,present,,,,,634,634,2.6,2.6,tracheids,tracheids,,"2-4, mostly 3",698,,435,self,,Emilio,"Carlquist, S., & DeBuhr, L. (1977). Wood anatomy of Penaeaceae (Myrtales): comparative, phylogenetic, and ecological implications. Botanical Journal of the Linnean Society, 75(3), 211-227.",Stylapterus_fruticulosus_Carlquist_4600_underground_stem,Myrtales_Penaeaceae_Stylapterus_fruticulosus_Juss._Carlquist_4600_underground_stem,,,,,,0.00,0.00
Asterales,Compositae,Lecocarpus,pinnatifidus,Decne.,Eliasson,10,stem,,0.6,42,42,3.2,3.2,125,,162,162,5,5,0,0,1,simple,simple,simple,present,,,30,30,497,497,6,6,libriform,libriform,,2,1.741,7.5,,self,11,Emilio,"Carlquist, S., & Eckhart, V. M. (1982). Wood anatomy of Darwiniothamnus, Lecocarpus, and Macraea (Asteraceae). Aliso: A Journal of Systematic and Evolutionary Botany, 10(2), 291-300.",Lecocarpus_pinnatifidus_Eliasson_10_stem,Asterales_Compositae_Lecocarpus_pinnatifidus_Decne._Eliasson_10_stem,,,,,,0.12,0.26
Asterales,Compositae,Ambrosia,acanthicarpa,Hook.,Carlquist,s.n.,stem,,,53,53,1.69,1.69,130,,192,192,,,0,0,1,simple,simple,simple,present,,,,,,,,,libriform,libriform,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Ambrosia_acanthicarpa_Carlquist_not specified_stem,Asterales_Compositae_Ambrosia_acanthicarpa_Hook._Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Ambrosia,dumosa,(A. Gray) W.W.Payne,Carlquist,s.n.,stem,,,29.9,29.9,10.6,10.6,199,,167,167,,,0,0,1,simple,simple,simple,present,,,,,,,,,libriform,libriform,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Ambrosia_dumosa_Carlquist_not specified_stem,Asterales_Compositae_Ambrosia_dumosa_(A. Gray) W.W.Payne_Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Artemisia,californica,Less.,Carlquist,s.n.,stem,,,43.2,43.2,3.65,3.65,101,,107,107,,,0,0,1,simple,simple,simple,present,,,,,,,,,libriform,libriform,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Artemisia_californica_Carlquist_not specified_stem,Asterales_Compositae_Artemisia_californica_Less._Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Ambrosia,salsola,(Torr. & A. Gray) Strother & B.G.Baldwin,Carlquist,s.n.,stem,,,27.6,27.6,1.7,1.7,191,,106,106,,,0,0,1,simple,simple,simple,present,,,,,,,,,,,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Artemisia_salsola_Carlquist_not specified_stem,Asterales_Compositae_Artemisia_salsola_(Torr. & A. Gray) Strother & B.G.Baldwin_Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Artemisia,tridentata,Nutt.,Carlquist,s.n.,stem,,,28.4,28.4,6.85,6.85,866,,140,140,,,0,0,1,simple,simple,simple,present,,,,,,,,,libriform,libriform,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Artemisia_tridentata_Carlquist_not specified_stem,Asterales_Compositae_Artemisia_tridentata_Nutt._Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Aster,spinosus,Benth. ,Carlquist,s.n.,stem,,,30.7,30.7,3.27,3.27,161,,216,216,,,0,0,1,simple,simple,simple,present,,,,,,,,,,,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Aster_spinosus_Carlquist_not specified_stem,Asterales_Compositae_Aster_spinosus_Benth. _Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Baccharis,pilularis,DC.,Carlquist,s.n.,stem,,,37.8,37.8,6.1,6.1,155,,135,135,,,0,0,1,simple,simple,simple,present,,,,,,,,,libriform,libriform,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Baccharis_pilularis_Carlquist_not specified_stem,Asterales_Compositae_Baccharis_pilularis_DC._Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Baccharis,salicina,Torr. & A. Gray,Carlquist,s.n.,stem,,,32.2,32.2,29,29,269,,184,184,,,0,0,1,simple,simple,simple,present,,,,,,,,,libriform,libriform,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Baccharis_salicina_Carlquist_not specified_stem,Asterales_Compositae_Baccharis_salicina_Torr. & A. Gray_Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Brickellia,multiflora,Kellogg,Carlquist,s.n.,stem,,,55.6,55.6,1.52,1.52,127,,163,163,,,0,0,1,simple,simple,simple,present,,,,,,,,,,,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Brickellia_multiflora_Carlquist_not specified_stem,Asterales_Compositae_Brickellia_multiflora_Kellogg_Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Brickellia,nevinii,A. Gray,Carlquist,s.n.,stem,,,53,53,1.94,1.94,128,,183,183,,,0,0,1,simple,simple,simple,present,,,,,,,,,,,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Brickellia_nevinii_Carlquist_not specified_stem,Asterales_Compositae_Brickellia_nevinii_A. Gray_Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Ericameria,paniculata,(A.Gray) A.Gray ex Rydb.,Carlquist,s.n.,stem,,,25.5,25.5,16.6,16.6,302,,126,126,,,0,0,1,simple,simple,simple,present,,,,,,,,,,,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Chrysothamnus_paniculatus_Carlquist_not specified_stem,Asterales_Compositae_Chrysothamnus_paniculatus_(A. Gray) H.M.Hall_Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Chrysothamnus,parryi,(A. Gray) Greene,Carlquist,s.n.,stem,,,13.9,13.9,13.1,13.1,662,,128,128,,,0,0,1,simple,simple,simple,present,,,,,,,,,,,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Chrysothamnus_parryi_Carlquist_not specified_stem,Asterales_Compositae_Chrysothamnus_parryi_(A. Gray) Greene_Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Ericameria,teretifolia,(Durand & Hilg.) Jeps.,Carlquist,s.n.,stem,,,38.2,38.2,4.9,4.9,300,,124,124,,,0,0,1,simple,simple,simple,present,,,,,,,,,,,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Chrysothamnus_teretifolius_Carlquist_not specified_stem,Asterales_Compositae_Chrysothamnus_teretifolius_(Durand & Hilg.) H.M.Hall _Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Coreopsis,gigantea,(Kellogg) H.M.Hall,Carlquist,s.n.,stem,,,36.7,36.7,2.24,2.24,51.2,,210,210,,,0,0,1,simple,simple,simple,present,,,,,,,,,,,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Coreopsis_gigantea_Carlquist_not specified_stem,Asterales_Compositae_Coreopsis_gigantea_(Kellogg) H.M.Hall_Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Deinandra,minthornii,(Jeps.) B.G.Baldwin,Carlquist,s.n.,stem,,,33,33,1.6,1.6,131,,133,133,,,0,0,1,simple,simple,simple,present,,,,,,,,,,,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Deinandra_minthornii_Carlquist_not specified_stem,Asterales_Compositae_Deinandra_minthornii_(Jeps.) B.G.Baldwin_Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Encelia,farinosa,A. Gray ex Torr.,Carlquist,s.n.,stem,,,40.3,40.3,1.6,1.6,108,,123,123,,,0,0,1,simple,simple,simple,present,,,,,,,,,,,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Encelia_farinosa_Carlquist_not specified_stem,Asterales_Compositae_Encelia_farinosa_A. Gray ex Torr._Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Ericameria,ericoides,(Less.) Nutt. ex Jeps.,Carlquist,s.n.,stem,,,36.4,36.4,5.7,5.7,304,,169,169,,,0,0,1,simple,simple,simple,present,,,,,,,,,libriform,libriform,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Ericameria_ericoides_Carlquist_not specified_stem,Asterales_Compositae_Ericameria_ericoides_(Less.) Nutt. ex Jeps._Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Ericameria,laricifolia,(A. Gray) Shinners,Carlquist,s.n.,stem,,,28.3,28.3,5.1,5.1,440,,135,135,,,0,0,1,simple,simple,simple,present,,,,,,,,,,,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Ericameria_laricifolia_Carlquist_not specified_stem,Asterales_Compositae_Ericameria_laricifolia_(A. Gray) Shinners_Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Eriophyllum,confertiflorum,(DC.) A. Gray,Carlquist,s.n.,stem,,,36.1,36.1,2.36,2.36,330,,153,153,,,0,0,1,simple,simple,simple,present,,,,,,,,,,,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Eriophyllum_confertiflorum_Carlquist_not specified_stem,Asterales_Compositae_Eriophyllum_confertiflorum_(DC.) A. Gray_Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Gutierrezia,microcephala,(DC.) A. Gray,Carlquist,s.n.,stem,,,27.6,27.6,2.7,2.7,344,,182,182,,,0,0,1,simple,simple,simple,present,,,,,,,,,libriform,libriform,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Gutierrezia_microcephala_Carlquist_not specified_stem,Asterales_Compositae_Gutierrezia_microcephala_(DC.) A. Gray_Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Hazardia,cana,(A. Gray) Greene,Carlquist,s.n.,stem,,,29.8,29.8,3.95,3.95,101,,137,137,,,0,0,1,simple,simple,simple,present,,,,,,,,,libriform,libriform,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Hazardia_cana_Carlquist_not specified_stem,Asterales_Compositae_Hazardia_cana_(A. Gray) Greene_Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Hazardia,squarrosa,(Hook. & Arn.) Greene,Carlquist,s.n.,stem,,,35.2,35.2,2.17,2.17,105,,123,123,,,0,0,1,simple,simple,simple,present,,,,,,,,,libriform,libriform,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Hazardia_squarrosa_Carlquist_not specified_stem,Asterales_Compositae_Hazardia_squarrosa_(Hook. & Arn.) Greene_Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Hecastocleis,shockleyi,A. Gray,Carlquist,s.n.,stem,,,29,29,3.55,3.55,501,,129,129,,,0,0,1,simple,simple,simple,present,,,,,,,,,libriform,libriform,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Hecastocleis_shockleyi_Carlquist_not specified_stem,Asterales_Compositae_Hecastocleis_shockleyi_A. Gray_Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Iva,axillaris,Pursh,Carlquist,s.n.,stem,,,44,44,2.25,2.25,93.9,,104,104,,,0,0,1,simple,simple,simple,present,,,,,,,,,libriform,libriform,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Iva_axillaris_Carlquist_not specified_stem,Asterales_Compositae_Iva_axillaris_Pursh_Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Lepidospartum,squamatum,(A. Gray) A. Gray,Carlquist,s.n.,stem,,,49.9,49.9,17,17,203,,164,164,,,0,0,1,simple,simple,simple,present,,,,,,,,,libriform,libriform,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Lepidospartum_squamatum_Carlquist_not specified_stem,Asterales_Compositae_Lepidospartum_squamatum_(A. Gray) A. Gray_Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Malacothrix,saxatilis,(Nutt.) Torr. & A. Gray,Carlquist,s.n.,stem,,,60,60,2.03,2.03,66.9,,195,195,,,0,0,1,simple,simple,simple,present,,,,,,,,,libriform,libriform,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Malacothrix_saxatilis_Carlquist_not specified_stem,Asterales_Compositae_Malacothrix_saxatilis_(Nutt.) Torr. & A. Gray_Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Munzothamnus,blairii,(Munz & I.M.Johnst.) P.H.Raven,Carlquist,s.n.,stem,,,44,44,2.6,2.6,49.4,,172,172,,,0,0,1,simple,simple,simple,present,,,,,,,,,libriform,libriform,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Munzothamnus_blairii_Carlquist_not specified_stem,Asterales_Compositae_Munzothamnus_blairii_(Munz & I.M.Johnst.) P.H.Raven_Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Peucephyllum,schottii,A. Gray,Carlquist,s.n.,stem,,,20.6,20.6,3.5,3.5,89.8,,161,161,,,0,0,1,simple,simple,simple,present,,,,,,,,,libriform,libriform,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Peucephyllum_schottii_Carlquist_not specified_stem,Asterales_Compositae_Peucephyllum_schottii_A. Gray_Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Pluchea,sericea,(Nutt.) Coville,Carlquist,s.n.,stem,,,36.7,36.7,2.4,2.4,72.3,,239,239,,,0,0,1,simple,simple,simple,present,,,,,,,,,libriform ,libriform,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Pluchea_sericea_Carlquist_not specified_stem,Asterales_Compositae_Pluchea_sericea_(Nutt.) Coville_Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Senecio,flaccidus var. douglasii ,(DC.) B.L.Turner & T.M.Barkley,Carlquist,s.n.,stem,,,36.4,36.4,1.96,1.96,178,,190,190,,,0,0,1,simple,simple,simple,present,,,,,,,,,libriform,libriform,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Senecio_flaccidus var. douglasii _Carlquist_not specified_stem,Asterales_Compositae_Senecio_flaccidus var. douglasii _(DC.) B.L.Turner & T.M.Barkley_Carlquist_not specified_stem,,,,,,0.00,0.00
Asterales,Compositae,Stephanomeria,exigua,Nutt.,Carlquist,s.n.,stem,,,44,44,3,3,164,,266,266,,,0,0,1,simple,simple,simple,present,,,,,,,,,libriform,libriform,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Stephanomeria_exigua_Carlquist_not specified_stem,Asterales_Compositae_Stephanomeria_exigua_Nutt._Carlquist_not specified_stem,,,,,,0.00,0.00
